location,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20201226T0500,-1.4094714,95.0,3.9763298,275.19443
20201226T0600,-1.1394713,91.0,5.815978,248.1986
20201226T0700,-1.1194713,86.0,5.6920996,251.56506
20201226T0800,-1.0594714,85.0,4.0249224,259.69516
20201226T0900,-0.81947136,83.0,2.5959969,236.30994
20201226T1000,-0.15947133,76.0,1.8,216.8699
20201226T1100,0.46052867,73.0,1.835647,281.30994
20201226T1200,1.0905286,70.0,3.396233,302.00537
20201226T1300,1.9405286,73.0,3.096837,324.46234
20201226T1400,2.6305285,67.0,1.9386592,291.8014
20201226T1500,2.8605285,62.0,2.16,270.0
20201226T1600,2.7105286,62.0,2.5455842,261.8699
20201226T1700,2.3305285,63.0,2.5455842,225.0
20201226T1800,1.8005286,65.0,6.1305785,220.23636
20201226T1900,0.35052866,74.0,8.891343,211.75949
20201226T2000,-0.029471342,72.0,8.209263,195.25513
20201226T2100,-0.36947134,71.0,8.311245,184.96974
20201226T2200,-0.70947134,74.0,6.519877,186.3402
20201226T2300,-1.0094713,75.0,5.771239,183.57634
20201227T0000,-1.2694713,78.0,5.6233797,219.80557
20201227T0100,-0.82947135,74.0,8.161764,228.57634
20201227T0200,-0.63947135,64.0,11.966954,223.78113
20201227T0300,-0.64947134,64.0,9.178235,205.55997
20201227T0400,-1.0494714,64.0,10.315115,150.75117
20201227T0500,-1.0194713,74.0,8.287822,145.61966
20201227T0600,-0.59947133,72.0,5.634891,153.43495
20201227T0700,0.06052866,68.0,8.14587,135.0
20201227T0800,0.40052867,67.0,9.504272,142.69604
20201227T0900,0.78052866,65.0,11.090103,166.86598
20201227T1000,2.7905285,52.0,13.202726,191.00354
20201227T1100,4.2705283,47.0,16.79314,210.96376
20201227T1200,5.4705286,47.0,16.055355,227.72632
20201227T1300,5.9305286,51.0,12.964998,181.59114
20201227T1400,6.5305285,32.0,21.2522,206.131
20201227T1500,6.1405287,30.0,31.487139,210.96376
20201227T1600,6.040529,34.0,37.47633,211.24693
20201227T1700,5.9205284,45.0,42.206066,208.53246
20201227T1800,5.7705283,55.0,45.526833,202.30621
20201227T1900,5.3505287,64.0,40.13475,203.80594
20201227T2000,5.5305285,65.0,40.7373,205.65927
20201227T2100,6.0305285,65.0,45.42424,208.39302
20201227T2200,5.8405285,64.0,52.025913,214.56978
20201227T2300,5.7205286,66.0,48.525276,213.80797
20201228T0000,5.4505286,65.0,44.645805,217.79395
20201228T0100,5.4405284,66.0,40.14121,214.40266
20201228T0200,5.0905285,71.0,31.255795,212.77487
20201228T0300,4.7505283,75.0,22.608458,217.23483
20201228T0400,3.9905286,80.0,18.39878,210.57922
20201228T0500,3.0505285,85.0,18.161278,193.76079
20201228T0600,3.6005285,78.0,15.484185,178.66779
20201228T0700,3.8305285,75.0,9.531505,169.11447
20201228T0800,3.8605285,80.0,8.669949,184.76364
20201228T0900,4.3605285,83.0,7.2,216.8699
20201228T1000,5.4905286,72.0,22.565422,236.05641
20201228T1100,4.6705284,78.0,29.964457,234.78241
20201228T1200,5.7505283,71.0,31.435646,246.37064
20201228T1300,4.4405284,78.0,19.523155,247.2176
20201228T1400,5.9405284,58.0,27.055143,244.79889
20201228T1500,5.7605286,57.0,25.537172,248.49857
20201228T1600,5.8405285,61.0,20.87379,237.68039
20201228T1700,3.8805285,72.0,18.075441,224.19308
20201228T1800,2.6205285,66.0,15.0038395,210.25644
20201228T1900,2.8705285,73.0,14.973576,189.68878
20201228T2000,4.2505283,61.0,15.484185,197.59242
20201228T2100,3.2205286,73.0,30.659237,195.66817
20201228T2200,4.0505285,70.0,30.378967,229.32506
20201228T2300,4.7405286,72.0,34.9923,233.36589
20201229T0000,4.9605284,69.0,38.349712,230.33215
20201229T0100,4.4205284,73.0,41.94116,237.26477
20201229T0200,3.9805286,74.0,39.95351,237.88518
20201229T0300,3.4505286,79.0,39.938915,236.02345
20201229T0400,3.8105285,73.0,38.278683,238.85143
20201229T0500,3.9305286,72.0,36.719997,241.92752
20201229T0600,3.1905286,73.0,32.86861,241.18921
20201229T0700,3.4605286,74.0,33.53415,240.40771
20201229T0800,3.3205285,76.0,29.69727,239.3936
20201229T0900,3.4805286,75.0,30.631746,240.42216
20201229T1000,4.0505285,70.0,30.551254,248.5747
20201229T1100,5.0305285,63.0,28.930204,253.36905
20201229T1200,5.9905286,61.0,27.067116,256.1486
20201229T1300,6.7505283,58.0,26.111792,254.81418
20201229T1400,6.9905286,58.0,25.764534,254.60446
20201229T1500,7.0105286,61.0,22.26477,255.96376
20201229T1600,6.7005286,64.0,16.418526,254.74487
20201229T1700,6.3205285,64.0,20.46941,246.13983
20201229T1800,6.3805285,65.0,21.485697,238.70697
20201229T1900,5.1805286,67.0,21.67487,237.89374
20201229T2000,4.3005285,65.0,17.935081,231.5198
20201229T2100,3.5805285,70.0,12.7279215,225.0
20201229T2200,2.8005285,76.0,9.686609,221.98721
20201229T2300,2.3505285,79.0,6.151683,200.55605
20201230T0000,2.2105286,79.0,3.6,180.0
20201230T0100,2.9505286,75.0,3.2599385,186.3402
20201230T0200,3.6205285,73.0,5.1919937,236.30994
20201230T0300,3.6205285,74.0,8.161764,228.57634
20201230T0400,2.0105286,78.0,8.311245,184.96974
20201230T0500,1.0305287,82.0,7.5685663,182.72632
20201230T0600,1.3805287,82.0,5.04,180.0
20201230T0700,1.3105286,82.0,5.1165614,230.7106
20201230T0800,1.2705287,86.0,6.5693827,279.46234
20201230T0900,0.54052866,87.0,7.9932976,262.23483
20201230T1000,2.6805286,73.0,11.165805,249.22775
20201230T1100,3.8805285,73.0,20.892412,268.0251
20201230T1200,4.6505284,70.0,19.852295,274.15967
20201230T1300,5.8905287,68.0,20.172853,272.0454
20201230T1400,5.7105284,68.0,18.014393,272.29062
20201230T1500,5.5205283,67.0,17.294992,272.38596
20201230T1600,4.9505286,66.0,15.4800005,270.0
20201230T1700,4.3605285,68.0,15.158522,265.91437
20201230T1800,3.3105285,75.0,14.84318,255.96376
20201230T1900,2.9805286,77.0,15.192682,256.29303
20201230T2000,1.9005287,81.0,12.303366,249.44395
20201230T2100,1.3905287,83.0,10.1887,237.99463
20201230T2200,1.1005287,84.0,8.913181,226.63658
20201230T2300,0.86052865,83.0,9.449572,220.36453
20201231T0000,0.6905287,79.0,9.021574,208.61046
20201231T0100,0.19052866,77.0,7.5685663,182.72632
20201231T0200,-0.20947134,80.0,7.491114,144.78241
20201231T0300,-0.10947134,81.0,9.178235,138.17982
20201231T0400,0.7705287,73.0,10.464798,176.05481
20201231T0500,0.44052866,73.0,12.7279215,188.1301
20201231T0600,0.54052866,70.0,12.599999,180.0
20201231T0700,0.9505287,66.0,15.137133,177.27368
20201231T0800,1.4205287,62.0,16.23596,176.18593
20201231T0900,2.2305286,57.0,15.137133,177.27368
20201231T1000,2.3805285,58.0,16.179987,147.72435
20201231T1100,3.0505285,56.0,19.855558,157.61987
20201231T1200,3.6205285,54.0,19.296133,165.96376
20201231T1300,5.2305284,59.0,22.057161,206.14685
20201231T1400,5.6905284,59.0,21.924562,209.5115
20201231T1500,5.8605285,60.0,22.26768,214.46082
20201231T1600,5.2005286,64.0,20.523157,217.87498
20201231T1700,5.1205287,67.0,12.313894,232.12502
20201231T1800,4.9205284,72.0,4.5536795,251.56506
20201231T1900,4.9905286,74.0,3.2599385,186.3402
20201231T2000,4.3605285,84.0,10.587917,252.18112
20201231T2100,3.8205285,88.0,8.435069,219.80557
20201231T2200,3.1705287,89.0,6.792466,212.00539
20201231T2300,3.2905285,89.0,5.0911684,225.0
20210101T0000,3.3205285,87.0,11.304229,260.83765
20210101T0100,2.3505285,90.0,12.959999,270.0
20210101T0200,2.0205286,88.0,11.5199995,270.0
20210101T0300,1.7105286,86.0,12.245294,271.6847
20210101T0400,1.2505287,86.0,14.044615,268.5312
20210101T0500,0.5705287,88.0,12.979984,273.17984
20210101T0600,-0.28947133,88.0,13.324863,271.54816
20210101T0700,-0.8594713,91.0,12.599999,270.0
20210101T0800,-0.9194713,90.0,11.525623,268.21008
20210101T0900,-0.6194713,89.0,10.08,270.0
20210101T1000,0.29052866,86.0,9.178235,281.30994
20210101T1100,1.3305286,81.0,7.7043357,322.59467
20210101T1200,2.3205285,80.0,12.24,360.0
20210101T1300,3.9205287,80.0,15.273505,351.8699
20210101T1400,4.1505284,76.0,19.110542,356.7603
20210101T1500,4.0605288,76.0,22.366402,3.6913757
20210101T1600,3.3905284,79.0,22.065973,5.617584
20210101T1700,2.2505286,83.0,18.72,360.0
20210101T1800,1.9705287,85.0,18.0036,358.85425
20210101T1900,1.7305287,85.0,16.203999,358.727
20210101T2000,1.5205287,86.0,13.679999,360.0
20210101T2100,1.1205287,90.0,10.446206,358.0251
20210101T2200,0.7505287,91.0,8.825508,348.23172
20210101T2300,0.61052865,91.0,7.0911775,336.0375
20210102T0000,0.53052866,90.0,5.991594,327.26477
20210102T0100,0.050528657,92.0,8.217153,331.1892
20210102T0200,-0.30947134,93.0,5.8603754,317.48956
20210102T0300,-0.56947136,93.0,7.127636,315.0
20210102T0400,-0.7394713,94.0,7.5685663,334.65384
20210102T0500,-0.45947134,94.0,7.8954163,335.77228
20210102T0600,-0.32947135,94.0,7.69592,349.2157
20210102T0700,-0.6094713,94.0,9.9571085,347.4712
20210102T0800,-0.52947134,93.0,11.252519,352.64764
20210102T0900,-0.33947134,91.0,15.745627,349.46082
20210102T1000,0.34052867,86.0,18.36353,358.8767
20210102T1100,1.8605287,79.0,16.071491,15.592804
20210102T1200,3.4005284,71.0,19.386591,15.068481
20210102T1300,5.3305287,62.0,16.075521,34.04593
20210102T1400,5.7005286,60.0,18.161278,39.36931
20210102T1500,5.2005286,62.0,20.188908,39.93637
20210102T1600,4.4605284,64.0,19.296135,36.656097
20210102T1700,3.0805285,70.0,16.263872,27.699463
20210102T1800,1.2305287,83.0,13.627795,12.200455
20210102T1900,1.1105287,85.0,14.917212,8.325638
20210102T2000,0.91052866,88.0,15.5843,6.6325073
20210102T2100,0.55052865,89.0,14.404499,1.4320831
20210102T2200,0.050528657,90.0,13.75558,353.991
20210102T2300,-0.28947133,91.0,12.661564,345.17352
20210103T0000,-0.5594713,92.0,12.768586,338.49857
20210103T0100,-1.0494714,92.0,14.336861,331.50436
20210103T0200,-1.2494713,93.0,15.94601,331.69925
20210103T0300,-1.2994714,94.0,16.981165,327.99463
20210103T0400,-1.1794714,93.0,18.681883,334.91644
20210103T0500,-1.0494714,92.0,19.930477,339.92847
20210103T0600,-0.90947133,92.0,21.288757,341.25867
20210103T0700,-0.7494713,93.0,22.086521,340.9744
20210103T0800,-0.76947135,94.0,21.288757,341.25867
20210103T0900,-0.51947135,92.0,20.188908,338.00888
20210103T1000,0.09052865,86.0,20.49156,341.56506
20210103T1100,0.6405287,82.0,20.523157,344.74487
20210103T1200,1.1705287,78.0,19.734436,345.20325
20210103T1300,2.0505285,72.0,13.570615,338.1986
20210103T1400,2.4205287,71.0,12.979984,340.55997
20210103T1500,2.6005285,70.0,12.864649,342.07208
20210103T1600,2.4005284,70.0,12.641076,340.0169
20210103T1700,1.7105286,74.0,10.787993,334.29004
20210103T1800,1.2605287,78.0,9.511088,330.5241
20210103T1900,0.87052864,81.0,6.3690495,317.29062
20210103T2000,0.34052867,85.0,5.6920996,288.43497
20210103T2100,-0.04947134,90.0,3.2599385,263.65982
20210103T2200,-0.04947134,90.0,2.8799999,180.0
20210103T2300,-0.08947134,86.0,4.8433046,138.01279
20210104T0000,0.0005286578,85.0,5.495161,121.6075
20210104T0100,0.16052866,83.0,6.0347,107.35402
20210104T0200,-0.059471346,89.0,6.725354,105.5241
20210104T0300,-0.32947135,89.0,7.172949,107.52557
20210104T0400,-0.48947132,88.0,7.42159,112.83366
20210104T0500,-0.65947133,88.0,7.5685663,115.34617
20210104T0600,-0.94947135,88.0,7.24486,116.56505
20210104T0700,-1.2194713,88.0,7.8954163,114.22774
20210104T0800,-1.3094714,88.0,10.636766,113.96249
20210104T0900,-1.0094713,84.0,13.202726,115.86635
20210104T1000,0.030528657,77.0,14.658676,114.67686
20210104T1100,1.1405287,71.0,15.034041,106.69924
20210104T1200,2.0505285,68.0,10.823973,86.18592
20210104T1300,2.0105286,73.0,7.2,360.0
20210104T1400,2.8905284,72.0,9.3669195,357.79742
20210104T1500,3.5505285,72.0,9.007196,2.2906036
20210104T1600,3.5705285,74.0,9.0,360.0
20210104T1700,1.6805286,84.0,9.0645685,353.15723
20210104T1800,0.20052865,93.0,4.802999,12.994629
20210104T1900,-0.29947135,95.0,4.32,89.99999
20210104T2000,0.0005286578,91.0,6.87779,96.009
20210104T2100,1.4205287,76.0,9.47012,81.25384
20210104T2200,0.46052867,76.0,8.473393,77.73522
20210104T2300,-0.39947134,80.0,4.3498964,65.55604
20210105T0000,-0.9294713,84.0,2.16,360.0
20210105T0100,-1.2494713,86.0,4.198285,300.96378
20210105T0200,-1.1494713,89.0,7.289444,290.22485
20210105T0300,-0.63947135,85.0,7.754637,291.8014
20210105T0400,-0.5494713,84.0,6.6185193,292.38013
20210105T0500,-0.71947134,87.0,7.2805495,278.53076
20210105T0600,-1.0294713,90.0,7.172949,287.52557
20210105T0700,-1.2594713,91.0,3.396233,302.00537
20210105T0800,-1.1494713,91.0,2.4149535,296.56506
20210105T0900,-0.5494713,84.0,2.5455842,278.1301
20210105T1000,0.39052868,78.0,3.319036,282.5288
20210105T1100,1.4105287,72.0,3.563818,315.0
20210105T1200,1.5605286,72.0,5.0142193,338.9625
20210105T1300,2.0105286,67.0,6.4799995,360.0
20210105T1400,2.3405285,66.0,7.9526596,354.8056
20210105T1500,2.5405285,65.0,8.707238,352.875
20210105T1600,2.5205286,68.0,7.968939,341.56506
20210105T1700,1.2805287,78.0,9.585739,325.71313
20210105T1800,0.21052867,86.0,7.491114,324.7824
20210105T1900,0.6405287,90.0,6.763786,334.7989
20210105T2000,0.8805287,93.0,6.162207,353.29016
20210105T2100,0.90052867,94.0,3.2399998,360.0
20210105T2200,0.55052865,96.0,3.6179552,354.28943
20210105T2300,0.73052865,93.0,0.8049845,333.43497
20210106T0000,0.66052866,94.0,2.0991426,300.96378
20210106T0100,0.91052866,93.0,1.8,216.8699
20210106T0200,0.7105287,94.0,3.396233,212.00539
20210106T0300,0.68052864,95.0,4.379589,260.5377
20210106T0400,0.74052864,95.0,8.311245,287.65012
20210106T0500,0.66052866,93.0,11.384199,288.43497
20210106T0600,0.44052866,89.0,16.595179,273.7314
20210106T0700,0.29052866,86.0,20.163212,271.02304
20210106T0800,0.0005286578,88.0,21.316135,274.844
20210106T0900,0.030528657,86.0,21.67487,281.49658
20210106T1000,0.67052865,84.0,20.268991,289.7223
20210106T1100,1.4905287,81.0,18.218275,299.60446
20210106T1200,2.1805286,77.0,16.279802,305.09583
20210106T1300,3.2405286,71.0,17.76081,287.70044
20210106T1400,3.6405284,70.0,18.532133,294.0755
20210106T1500,3.8005285,70.0,18.331741,289.50244
20210106T1600,3.8705285,71.0,19.469975,289.44003
20210106T1700,3.4805286,73.0,19.721298,291.41296
20210106T1800,3.0205286,78.0,20.12461,280.30487
20210106T1900,2.7105286,81.0,20.519999,270.0
20210106T2000,2.3905284,82.0,21.485697,261.32684
20210106T2100,2.1405284,79.0,23.377836,260.2476
20210106T2200,1.7705287,80.0,22.553936,261.74057
20210106T2300,1.6105287,81.0,19.559633,263.65982
20210107T0000,0.31052867,86.0,16.167967,258.43988
20210107T0100,0.53052866,86.0,13.797912,262.50415
20210107T0200,1.0105287,82.0,17.313717,266.42368
20210107T0300,0.9605287,80.0,19.09358,267.83893
20210107T0400,0.73052865,83.0,18.806337,264.5077
20210107T0500,0.7005287,82.0,19.559633,263.65982
20210107T0600,0.67052865,83.0,18.844202,263.41806
20210107T0700,0.68052864,84.0,17.106628,261.52887
20210107T0800,0.67052865,85.0,16.700275,262.5686
20210107T0900,0.8905287,83.0,19.881649,264.80557
20210107T1000,1.5805286,77.0,22.346113,272.7702
20210107T1100,2.4005284,73.0,21.485697,278.67316
20210107T1200,3.0405285,69.0,20.082708,284.53445
20210107T1300,2.1505284,68.0,10.086427,272.0454
20210107T1400,2.5905285,66.0,10.495713,275.90616
20210107T1500,2.4905286,66.0,11.659777,278.88065
20210107T1600,2.2605286,67.0,11.966953,276.91122
20210107T1700,1.3105286,72.0,10.086427,272.0454
20210107T1800,0.5705287,76.0,8.4042845,260.1342
20210107T1900,-0.13947135,80.0,8.0899935,237.72437
20210107T2000,-0.65947133,81.0,7.7043357,232.59465
20210107T2100,-0.96947134,82.0,7.127636,225.0
20210107T2200,-1.1894714,82.0,6.4096174,218.15723
20210107T2300,-1.0294713,80.0,6.3690495,227.29062
20210108T0000,-0.36947134,77.0,6.9527545,248.7495
20210108T0100,-0.15947133,84.0,11.304229,260.83765
20210108T0200,-0.93947136,86.0,11.367109,259.04596
20210108T0300,-1.0594714,86.0,10.390226,255.96376
20210108T0400,-0.76947135,83.0,10.137692,253.49564
20210108T0500,-0.38947132,80.0,10.239453,259.87534
20210108T0600,-0.21947134,78.0,10.239453,259.87534
20210108T0700,-0.44947132,79.0,10.041354,255.46555
20210108T0800,-0.19947135,78.0,10.8955765,262.40536
20210108T0900,0.22052866,80.0,13.084402,262.09283
20210108T1000,1.0105287,78.0,16.263872,264.9204
20210108T1100,1.7705287,72.0,16.923828,268.78113
20210108T1200,2.4405286,68.0,14.830076,275.5722
20210108T1300,2.1505284,67.0,12.783802,279.7276
20210108T1400,2.4605286,64.0,11.090103,283.13403
20210108T1500,2.5705285,61.0,8.891344,291.37064
20210108T1600,2.3505285,63.0,6.696387,306.25385
20210108T1700,1.8205286,65.0,4.6800003,337.38013
20210108T1800,1.2905287,68.0,5.1544156,12.094757
20210108T1900,0.66052866,73.0,5.692099,55.304832
20210108T2000,-0.96947134,81.0,11.177405,75.06858
20210108T2100,-1.4894713,80.0,9.114471,80.90972
20210108T2200,-1.6794714,80.0,7.9932976,82.23483
20210108T2300,-1.5994713,77.0,6.12,89.99999
20210109T0000,-1.3794713,77.0,6.9899354,101.88866
20210109T0100,-1.4994713,76.0,8.64,89.99999
20210109T0200,-1.6294713,75.0,8.12197,102.80426
20210109T0300,-1.8894713,78.0,7.771331,103.392494
20210109T0400,-2.0294714,74.0,8.350138,82.56859
20210109T0500,-2.1494715,68.0,8.557102,75.37913
20210109T0600,-2.3894715,73.0,7.342588,78.69006
20210109T0700,-2.5294714,77.0,5.4833565,66.8014
20210109T0800,-2.9194715,79.0,4.8433046,48.01277
20210109T0900,-2.7394714,77.0,3.8773184,21.801407
20210109T1000,-1.5794713,75.0,4.452954,14.03624
20210109T1100,0.36052868,71.0,9.504272,52.696053
20210109T1200,2.4505286,64.0,16.263872,62.30053
20210109T1300,2.7505286,65.0,17.873556,62.402702
20210109T1400,3.0505285,62.0,19.353138,71.56504
20210109T1500,2.8705285,61.0,19.64558,76.2184
20210109T1600,2.3805285,63.0,17.811815,75.96376
20210109T1700,1.3105286,66.0,13.363711,62.74466
20210109T1800,-0.059471346,72.0,11.592894,53.841812
20210109T1900,-0.8694713,72.0,10.009036,52.305756
20210109T2000,-0.94947135,73.0,9.422101,46.54814
20210109T2100,-1.1094713,73.0,8.913181,46.636566
20210109T2200,-1.4294714,73.0,8.669949,41.63353
20210109T2300,-1.8894713,74.0,8.049845,26.565033
20210110T0000,-2.2294714,76.0,7.289444,20.224854
20210110T0100,-2.3894715,77.0,4.896529,17.102722
20210110T0200,-2.5494714,80.0,4.802999,12.994629
20210110T0300,-2.6994715,82.0,4.802999,12.994629
20210110T0400,-2.8494716,84.0,5.0142193,21.037506
20210110T0500,-3.0894713,85.0,5.00128,30.256424
20210110T0600,-3.3194714,85.0,4.802999,12.994629
20210110T0700,-3.7294714,88.0,5.4477882,352.40536
20210110T0800,-4.1994715,90.0,6.0347,342.646
20210110T0900,-4.6694713,92.0,5.8048253,330.25513
20210110T1000,-3.3594716,85.0,5.0911684,351.8699
20210110T1100,-1.1494713,74.0,5.8603754,42.510437
20210110T1200,1.2205287,64.0,13.849477,62.102737
20210110T1300,2.2205286,59.0,19.161337,64.39781
20210110T1400,2.6105285,59.0,18.998316,62.9494
20210110T1500,2.6005285,59.0,18.043148,61.38954
20210110T1600,1.9305286,62.0,15.683774,58.13401
20210110T1700,0.62052864,67.0,12.599998,53.130096
20210110T1800,-1.1094713,72.0,9.585739,55.71312
20210110T1900,-1.8294713,75.0,6.792466,57.994614
20210110T2000,-2.0694714,76.0,4.8433046,48.01277
20210110T2100,-2.2794714,77.0,3.096837,35.53766
20210110T2200,-2.5594714,79.0,2.6208394,15.945404
20210110T2300,-2.8694715,81.0,3.6,360.0
20210111T0000,-3.0694714,81.0,4.1046314,15.255127
20210111T0100,-3.2594714,78.0,3.4152596,18.434952
20210111T0200,-3.5594714,76.0,4.0249224,10.30484
20210111T0300,-3.9294715,78.0,4.6938252,4.398697
20210111T0400,-4.2794714,80.0,3.2399998,360.0
20210111T0500,-4.5094714,84.0,1.835647,11.309921
20210111T0600,-4.6794715,85.0,1.1384199,71.56504
20210111T0700,-4.6994715,84.0,1.609969,116.56505
20210111T0800,-4.6194715,84.0,1.484318,165.96376
20210111T0900,-4.3694715,82.0,0.0,180.0
20210111T1000,-3.5794713,77.0,0.0,180.0
20210111T1100,-2.3594716,73.0,0.5091169,135.0
20210111T1200,-1.3294713,71.0,2.5455842,351.8699
20210111T1300,0.23052865,62.0,6.0347,107.35402
20210111T1400,0.84052867,62.0,4.32,89.99999
20210111T1500,1.0105287,62.0,2.9024127,29.744873
20210111T1600,0.66052866,66.0,2.8116899,320.19443
20210111T1700,0.110528655,67.0,3.2599385,276.34018
20210111T1800,0.030528657,67.0,3.0758414,249.44395
20210111T1900,0.14052865,64.0,4.198285,210.96376
20210111T2000,-0.43947133,67.0,6.439876,206.56505
20210111T2100,-1.2094713,72.0,7.5685663,205.34618
20210111T2200,-1.5894713,74.0,7.0911775,203.9625
20210111T2300,-1.4194714,69.0,7.145796,229.08562
20210112T0000,-1.0894713,63.0,8.534353,242.35403
20210112T0100,-1.0694714,64.0,9.83268,246.2505
20210112T0200,-0.96947134,68.0,10.630672,241.69925
20210112T0300,-0.37947133,69.0,12.10157,247.24902
20210112T0400,-0.15947133,69.0,13.708391,246.8014
20210112T0500,0.62052864,69.0,16.42247,243.99666
20210112T0600,1.4505286,72.0,21.2522,243.869
20210112T0700,2.1305285,73.0,23.828083,243.04782
20210112T0800,2.5805285,72.0,28.82249,242.47478
20210112T0900,2.8305285,75.0,31.237131,242.54901
20210112T1000,3.5705285,75.0,35.58359,244.21268
20210112T1100,3.4405286,82.0,39.60818,244.13364
20210112T1200,3.0905285,84.0,40.430737,245.2605
20210112T1300,3.3705285,85.0,40.7373,244.34073
20210112T1400,3.5005286,84.0,41.23532,245.22485
20210112T1500,3.8505285,82.0,41.12517,246.8014
20210112T1600,3.9605286,81.0,39.86096,253.20163
20210112T1700,3.9605286,82.0,38.6208,258.16635
20210112T1800,4.1005287,82.0,36.04677,261.38434
20210112T1900,4.3805285,83.0,32.24161,263.58917
20210112T2000,4.6205287,85.0,29.598919,265.8151
20210112T2100,4.6805286,86.0,27.397867,266.9872
20210112T2200,4.4205284,90.0,22.553934,294.51965
20210112T2300,3.2205286,93.0,19.174856,320.33215
20210113T0000,2.2505286,93.0,10.041354,345.46555
20210113T0100,1.5405287,92.0,6.638072,319.3987
20210113T0200,1.2805287,93.0,6.162207,276.70984
20210113T0300,1.6505287,92.0,6.8399997,270.0
20210113T0400,0.42052865,90.0,15.226764,263.21103
20210113T0500,-0.7894713,93.0,17.193533,250.42688
20210113T0600,-0.8694713,89.0,14.578888,249.77515
20210113T0700,-1.1894714,88.0,10.163227,247.0679
20210113T0800,-0.5594713,89.0,7.2,233.1301
20210113T0900,0.30052868,88.0,7.754637,248.1986
20210113T1000,2.0005286,82.0,15.905319,275.19443
